paragraph_id,label,commas_per_1000,semicolons_per_1000,colons_per_1000,em_dashes_per_1000,hyphens_per_1000,parentheses_per_1000,questions_per_1000,exclamations_per_1000,punctuation_marks_per_sentence
tale_of_two_cities_TFate _P26,AI,160.71428571428572,17.857142857142858,0.0,0.0,0.0,0.0,0.0,0.0,5.0
tale_of_two_cities_TFate _P27,Human,116.27906976744185,46.51162790697674,0.0,0.0,0.0,0.0,46.51162790697674,0.0,1.5
tale_of_two_cities_TFate _P27,AI,116.27906976744185,46.51162790697674,0.0,0.0,0.0,0.0,46.51162790697674,0.0,1.5
tale_of_two_cities_TFate _P28,Human,125.0,16.666666666666668,0.0,0.0,16.666666666666668,0.0,0.0,0.0,7.6
tale_of_two_cities_TFate _P28,AI,95.23809523809523,17.316017316017316,0.0,0.0,0.0,0.0,0.0,0.0,5.2
tale_of_two_cities_TFate _P29,Human,87.71929824561403,0.0,0.0,0.0,0.0,35.08771929824561,0.0,0.0,3.5
tale_of_two_cities_TFate _P29,AI,74.07407407407408,0.0,0.0,0.0,0.0,37.03703703703704,0.0,0.0,3.0
tale_of_two_cities_TFate _P30,Human,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
tale_of_two_cities_TFate _P30,AI,90.9090909090909,90.9090909090909,0.0,0.0,0.0,0.0,0.0,0.0,1.0
tale_of_two_cities_TFate _P31,Human,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,1.0
tale_of_two_cities_TFate _P31,AI,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.5
tale_of_two_cities_TFate _P32,Human,0.0,0.0,0.0,0.0,250.0,0.0,0.0,0.0,0.5
tale_of_two_cities_TFate _P32,AI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tale_of_two_cities_TFate _P33,Human,74.07407407407408,0.0,0.0,0.0,18.51851851851852,0.0,0.0,0.0,1.6666666666666667
tale_of_two_cities_TFate _P33,AI,37.73584905660377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666
tale_of_two_cities_TFate _P34,Human,333.3333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
tale_of_two_cities_TFate _P34,AI,333.3333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
tale_of_two_cities_TFate _P35,Human,0.0,0.0,0.0,125.0,125.0,0.0,0.0,375.0,1.0
tale_of_two_cities_TFate _P35,AI,0.0,0.0,0.0,125.0,0.0,0.0,0.0,375.0,0.8
tale_of_two_cities_TFate _P36,Human,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tale_of_two_cities_TFate _P36,AI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tale_of_two_cities_TFate _P37,Human,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tale_of_two_cities_TFate _P37,AI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tale_of_two_cities_TFate _P38,Human,107.95454545454545,11.363636363636363,11.363636363636363,0.0,11.363636363636363,0.0,0.0,0.0,6.25
tale_of_two_cities_TFate _P38,AI,90.32258064516128,19.35483870967742,6.451612903225806,0.0,0.0,0.0,0.0,0.0,4.5
tale_of_two_cities_TFate _P39,Human,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tale_of_two_cities_TFate _P39,AI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tale_of_two_cities_TFate _P40,Human,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tale_of_two_cities_TFate _P40,AI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tale_of_two_cities_TFate _P41,Human,150.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,2.0
tale_of_two_cities_TFate _P41,AI,111.1111111111111,0.0,0.0,0.0,0.0,0.0,55.55555555555555,0.0,1.5
tale_of_two_cities_TFate _P42,Human,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
tale_of_two_cities_TFate _P42,AI,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
tale_of_two_cities_TFate _P43,Human,76.92307692307693,0.0,0.0,0.0,38.46153846153847,0.0,0.0,38.46153846153847,0.6666666666666666
tale_of_two_cities_TFate _P43,AI,76.92307692307693,0.0,0.0,0.0,0.0,0.0,0.0,38.46153846153847,0.5
tale_of_two_cities_TFate _P44,Human,0.0,0.0,0.0,0.0,0.0,0.0,166.66666666666666,0.0,0.5
tale_of_two_cities_TFate _P44,AI,0.0,0.0,0.0,0.0,0.0,0.0,166.66666666666666,0.0,0.5
tale_of_two_cities_TFate _P45,Human,68.18181818181817,0.0,22.727272727272727,45.45454545454545,45.45454545454545,0.0,0.0,0.0,2.6666666666666665
tale_of_two_cities_TFate _P45,AI,95.23809523809523,0.0,23.809523809523807,47.61904761904761,0.0,0.0,0.0,0.0,2.3333333333333335
tale_of_two_cities_TFate _P46,Human,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tale_of_two_cities_TFate _P46,AI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tale_of_two_cities_TFate _P47,Human,64.51612903225806,32.25806451612903,0.0,0.0,0.0,0.0,0.0,0.0,1.0
tale_of_two_cities_TFate _P47,AI,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
tale_of_two_cities_TFate _P48,Human,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tale_of_two_cities_TFate _P48,AI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tale_of_two_cities_TFate _P49,Human,83.33333333333333,83.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,6.0
tale_of_two_cities_TFate _P49,AI,102.56410256410255,51.28205128205128,0.0,0.0,0.0,0.0,0.0,0.0,6.0
tale_of_two_cities_TFate _P50,Human,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tale_of_two_cities_TFate _P50,AI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tale_of_two_cities_TResur_P1,Human,47.2972972972973,0.0,6.756756756756757,0.0,33.78378378378378,13.513513513513514,0.0,0.0,2.5
tale_of_two_cities_TResur_P1,AI,92.19858156028369,7.092198581560283,0.0,0.0,0.0,0.0,0.0,0.0,2.8
tale_of_two_cities_TResur_P2,Human,88.0503144654088,34.59119496855346,3.1446540880503147,0.0,12.578616352201259,0.0,0.0,0.0,11.0
tale_of_two_cities_TResur_P2,AI,67.56756756756756,10.135135135135135,3.3783783783783785,0.0,0.0,0.0,0.0,0.0,2.6666666666666665
tale_of_two_cities_TResur_P3,Human,55.55555555555555,0.0,0.0,0.0,0.0,0.0,0.0,277.77777777777777,1.0
tale_of_two_cities_TResur_P3,AI,62.5,0.0,0.0,0.0,0.0,0.0,0.0,312.5,1.0
tale_of_two_cities_TResur_P4,Human,128.2051282051282,0.0,25.64102564102564,25.64102564102564,51.28205128205128,0.0,0.0,0.0,2.25
tale_of_two_cities_TResur_P4,AI,146.34146341463415,0.0,24.390243902439025,0.0,0.0,0.0,0.0,0.0,1.75
tale_of_two_cities_TResur_P5,Human,123.07692307692308,0.0,0.0,0.0,15.384615384615385,0.0,0.0,46.15384615384615,1.7142857142857142
tale_of_two_cities_TResur_P5,AI,125.0,0.0,0.0,0.0,0.0,0.0,0.0,46.875,1.5714285714285714
tale_of_two_cities_TResur_P6,Human,89.92805755395683,10.79136690647482,0.0,0.0,3.5971223021582737,0.0,3.5971223021582737,3.5971223021582737,3.4444444444444446
tale_of_two_cities_TResur_P6,AI,65.38461538461539,11.538461538461538,3.8461538461538463,0.0,0.0,0.0,3.8461538461538463,3.8461538461538463,2.5555555555555554
tale_of_two_cities_TResur_P7,Human,0.0,0.0,0.0,0.0,0.0,0.0,125.0,0.0,0.5
tale_of_two_cities_TResur_P7,AI,0.0,0.0,0.0,0.0,0.0,0.0,125.0,0.0,0.5
tale_of_two_cities_TResur_P8,Human,24.390243902439025,0.0,0.0,48.78048780487805,48.78048780487805,0.0,0.0,0.0,5.0
tale_of_two_cities_TResur_P8,AI,71.42857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
tale_of_two_cities_TResur_P9,Human,100.0,25.0,0.0,25.0,25.0,0.0,0.0,0.0,3.0
tale_of_two_cities_TResur_P9,AI,104.34782608695652,26.08695652173913,0.0,26.08695652173913,0.0,0.0,0.0,0.0,2.5714285714285716
tale_of_two_cities_TResur_P10,Human,86.0215053763441,10.752688172043012,0.0,0.0,10.752688172043012,0.0,0.0,10.752688172043012,1.5714285714285714
tale_of_two_cities_TResur_P10,AI,44.11764705882353,0.0,0.0,0.0,0.0,0.0,0.0,14.705882352941176,0.5714285714285714
tale_of_two_cities_TResur_P11,Human,156.25,31.25,31.25,15.625,15.625,0.0,0.0,0.0,2.6666666666666665
tale_of_two_cities_TResur_P11,AI,153.84615384615387,46.15384615384615,15.384615384615385,15.384615384615385,0.0,0.0,0.0,0.0,2.5
tale_of_two_cities_TResur_P12,Human,93.02325581395348,17.441860465116278,5.813953488372093,11.627906976744185,11.627906976744185,0.0,0.0,17.441860465116278,2.076923076923077
tale_of_two_cities_TResur_P12,AI,78.3132530120482,12.048192771084338,6.024096385542169,12.048192771084338,0.0,0.0,0.0,18.072289156626507,1.6153846153846154
tale_of_two_cities_TResur_P13,Human,89.55223880597015,14.925373134328359,0.0,7.462686567164179,14.925373134328359,0.0,0.0,0.0,4.25
tale_of_two_cities_TResur_P13,AI,60.869565217391305,17.391304347826086,0.0,8.695652173913043,0.0,0.0,0.0,0.0,2.5
tale_of_two_cities_TResur_P14,Human,104.93827160493827,15.432098765432098,3.0864197530864197,3.0864197530864197,12.345679012345679,6.172839506172839,0.0,0.0,3.9166666666666665
tale_of_two_cities_TResur_P14,AI,99.00990099009901,16.5016501650165,0.0,9.900990099009901,0.0,0.0,0.0,0.0,3.1666666666666665
tale_of_two_cities_TResur_P15,Human,95.65217391304348,13.043478260869565,0.0,8.695652173913043,13.043478260869565,0.0,0.0,0.0,3.75
tale_of_two_cities_TResur_P15,AI,72.07207207207207,13.513513513513514,0.0,9.00900900900901,0.0,0.0,0.0,0.0,2.625
tale_of_two_cities_TResur_P16,Human,71.42857142857143,0.0,0.0,178.57142857142858,178.57142857142858,0.0,0.0,35.714285714285715,4.333333333333333
tale_of_two_cities_TResur_P16,AI,71.42857142857143,0.0,0.0,178.57142857142858,0.0,0.0,0.0,35.714285714285715,2.6666666666666665
tale_of_two_cities_TResur_P17,Human,58.394160583941606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1428571428571428
tale_of_two_cities_TResur_P17,AI,41.666666666666664,8.333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,1.0
tale_of_two_cities_TResur_P18,Human,78.2122905027933,5.58659217877095,0.0,5.58659217877095,5.58659217877095,11.1731843575419,0.0,0.0,4.75
tale_of_two_cities_TResur_P18,AI,75.47169811320754,6.289308176100629,0.0,6.289308176100629,0.0,12.578616352201259,0.0,0.0,4.0
tale_of_two_cities_TResur_P19,Human,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,0.5
tale_of_two_cities_TResur_P19,AI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,0.5
tale_of_two_cities_TResur_P20,Human,122.64150943396227,18.867924528301884,9.433962264150942,0.0,18.867924528301884,0.0,0.0,0.0,4.5
tale_of_two_cities_TResur_P20,AI,137.25490196078434,9.803921568627452,0.0,19.607843137254903,0.0,0.0,0.0,0.0,4.25
tale_of_two_cities_TResur_P21,Human,181.8181818181818,0.0,0.0,0.0,0.0,0.0,90.9090909090909,0.0,1.0
tale_of_two_cities_TResur_P21,AI,181.8181818181818,0.0,0.0,0.0,0.0,0.0,90.9090909090909,0.0,1.0
tale_of_two_cities_TResur_P22,Human,285.7142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
tale_of_two_cities_TResur_P22,AI,285.7142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
tale_of_two_cities_TResur_P23,Human,91.83673469387756,0.0,0.0,0.0,10.204081632653061,0.0,0.0,0.0,5.0
tale_of_two_cities_TResur_P23,AI,76.92307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5
tale_of_two_cities_TResur_P24,Human,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tale_of_two_cities_TResur_P24,AI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tale_of_two_cities_TResur_P25,Human,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,1.0
tale_of_two_cities_TResur_P25,AI,0.0,0.0,0.0,0.0,0.0,0.0,83.33333333333333,0.0,0.5
tale_of_two_cities_TResur_P26,Human,130.43478260869566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
tale_of_two_cities_TResur_P26,AI,90.9090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
tale_of_two_cities_TResur_P27,Human,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
tale_of_two_cities_TResur_P27,AI,93.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
tale_of_two_cities_TResur_P28,Human,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,1.0
tale_of_two_cities_TResur_P28,AI,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,1.0
tale_of_two_cities_TResur_P29,Human,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.9090909090909,0.3333333333333333
tale_of_two_cities_TResur_P29,AI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.9090909090909,0.3333333333333333
tale_of_two_cities_TResur_P30,Human,99.601593625498,7.968127490039841,3.9840637450199203,0.0,11.952191235059761,0.0,0.0,0.0,4.428571428571429
tale_of_two_cities_TResur_P30,AI,100.0,8.695652173913043,0.0,4.3478260869565215,0.0,0.0,0.0,0.0,3.7142857142857144
tale_of_two_cities_TResur_P31,Human,0.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.5
tale_of_two_cities_TResur_P31,AI,0.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.5
tale_of_two_cities_TResur_P32,Human,100.0,0.0,0.0,0.0,0.0,0.0,0.0,16.666666666666668,1.0
tale_of_two_cities_TResur_P32,AI,92.3076923076923,0.0,0.0,0.0,0.0,0.0,0.0,15.384615384615385,1.0
tale_of_two_cities_TResur_P33,Human,50.0,0.0,0.0,0.0,0.0,100.0,0.0,50.0,1.0
tale_of_two_cities_TResur_P33,AI,50.0,0.0,0.0,0.0,0.0,100.0,0.0,50.0,1.0
tale_of_two_cities_TResur_P34,Human,66.66666666666667,22.22222222222222,0.0,0.0,0.0,0.0,44.44444444444444,22.22222222222222,1.1666666666666667
tale_of_two_cities_TResur_P34,AI,43.47826086956522,21.73913043478261,0.0,0.0,0.0,0.0,43.47826086956522,21.73913043478261,1.0
tale_of_two_cities_TResur_P35,Human,166.66666666666666,0.0,83.33333333333333,0.0,0.0,0.0,0.0,0.0,3.0
tale_of_two_cities_TResur_P35,AI,166.66666666666666,0.0,83.33333333333333,0.0,0.0,0.0,0.0,0.0,3.0
tale_of_two_cities_TResur_P36,Human,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tale_of_two_cities_TResur_P36,AI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tale_of_two_cities_TResur_P37,Human,200.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,1.0
tale_of_two_cities_TResur_P37,AI,200.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,1.0
tale_of_two_cities_TResur_P38,Human,166.66666666666666,0.0,0.0,0.0,0.0,0.0,83.33333333333333,0.0,1.5
tale_of_two_cities_TResur_P38,AI,153.84615384615387,0.0,0.0,0.0,0.0,0.0,76.92307692307693,0.0,1.5
tale_of_two_cities_TResur_P39,Human,38.46153846153847,0.0,0.0,0.0,0.0,0.0,19.230769230769234,19.230769230769234,0.6666666666666666
tale_of_two_cities_TResur_P39,AI,38.46153846153847,0.0,0.0,0.0,0.0,0.0,19.230769230769234,19.230769230769234,0.6666666666666666
tale_of_two_cities_TResur_P40,Human,102.36220472440945,15.748031496062993,0.0,0.0,55.118110236220474,0.0,0.0,0.0,4.4
tale_of_two_cities_TResur_P40,AI,104.76190476190476,9.523809523809526,0.0,0.0,9.523809523809526,0.0,0.0,0.0,3.25
tale_of_two_cities_TResur_P41,Human,155.55555555555557,0.0,0.0,0.0,22.22222222222222,44.44444444444444,22.22222222222222,44.44444444444444,1.3
tale_of_two_cities_TResur_P41,AI,155.55555555555557,0.0,0.0,0.0,0.0,44.44444444444444,22.22222222222222,44.44444444444444,1.2
tale_of_two_cities_TResur_P42,Human,102.04081632653062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6666666666666667
tale_of_two_cities_TResur_P42,AI,133.33333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
tale_of_two_cities_TResur_P43,Human,222.2222222222222,0.0,0.0,111.1111111111111,111.1111111111111,0.0,111.1111111111111,0.0,2.5
tale_of_two_cities_TResur_P43,AI,222.2222222222222,0.0,0.0,111.1111111111111,0.0,0.0,111.1111111111111,0.0,2.0
tale_of_two_cities_TResur_P44,Human,142.85714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
tale_of_two_cities_TResur_P44,AI,142.85714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
tale_of_two_cities_TResur_P45,Human,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tale_of_two_cities_TResur_P45,AI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tale_of_two_cities_TResur_P46,Human,113.77245508982035,11.976047904191617,0.0,0.0,0.0,0.0,0.0,0.0,5.25
tale_of_two_cities_TResur_P46,AI,126.98412698412697,7.936507936507936,0.0,0.0,0.0,0.0,0.0,0.0,4.25
tale_of_two_cities_TResur_P47,Human,85.61643835616438,27.397260273972602,0.0,6.8493150684931505,13.698630136986301,0.0,0.0,0.0,5.571428571428571
tale_of_two_cities_TResur_P47,AI,85.40925266903915,24.91103202846975,0.0,7.117437722419928,0.0,0.0,0.0,0.0,4.714285714285714
tale_of_two_cities_TResur_P48,Human,27.777777777777775,0.0,27.777777777777775,0.0,0.0,0.0,0.0,0.0,2.0
tale_of_two_cities_TResur_P48,AI,29.41176470588235,29.41176470588235,0.0,0.0,0.0,0.0,0.0,0.0,2.0
tale_of_two_cities_TResur_P49,Human,76.92307692307693,0.0,0.0,57.69230769230769,57.69230769230769,0.0,0.0,0.0,10.0
tale_of_two_cities_TResur_P49,AI,58.8235294117647,0.0,0.0,58.8235294117647,58.8235294117647,0.0,0.0,0.0,9.0
tale_of_two_cities_TResur_P50,Human,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tale_of_two_cities_TResur_P50,AI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tale_of_two_cities_TMob M_P1,Human,47.2972972972973,0.0,6.756756756756757,0.0,33.78378378378378,13.513513513513514,0.0,0.0,2.5
tale_of_two_cities_TMob M_P1,AI,102.85714285714286,0.0,0.0,5.714285714285714,28.57142857142857,0.0,0.0,0.0,3.4285714285714284
tale_of_two_cities_TMob M_P2,Human,88.0503144654088,34.59119496855346,3.1446540880503147,0.0,12.578616352201259,0.0,0.0,0.0,11.0
tale_of_two_cities_TMob M_P2,AI,114.28571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
tale_of_two_cities_TMob M_P3,Human,70.58823529411765,11.76470588235294,0.0,0.0,0.0,0.0,0.0,0.0,2.3333333333333335
tale_of_two_cities_TMob M_P3,AI,81.08108108108108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
tale_of_two_cities_TMob M_P4,Human,58.8235294117647,0.0,0.0,0.0,58.8235294117647,0.0,0.0,235.2941176470588,1.0
tale_of_two_cities_TMob M_P4,AI,62.5,0.0,0.0,0.0,62.5,0.0,0.0,187.5,1.0
tale_of_two_cities_TMob M_P5,Human,99.601593625498,7.968127490039841,3.9840637450199203,0.0,11.952191235059761,0.0,0.0,0.0,4.428571428571429
tale_of_two_cities_TMob M_P5,AI,100.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,4.666666666666667
tale_of_two_cities_TMob M_P6,Human,160.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,1.0
tale_of_two_cities_TMob M_P6,AI,185.18518518518516,0.0,0.0,0.0,0.0,0.0,37.03703703703704,0.0,2.0
tale_of_two_cities_TMob M_P7,Human,90.3954802259887,0.0,5.649717514124294,0.0,0.0,0.0,0.0,0.0,2.125
