paragraph_id,token_index,raw_token,clean_token,is_new_word,attribution,absolute_attribution,normalized_attribution,ai_probability,convergence_delta,rank
pride_and_prejudice_TFamil_P21,39,Ġwho,who,True,0.0020530940964818,0.0020530940964818,0.0005029827007092535,0.999840259552002,-2.2021753787994385,64.0
pride_and_prejudice_TFamil_P21,40,",",",",False,-0.01361512765288353,0.01361512765288353,0.0033355378545820713,0.999840259552002,-2.2021753787994385,46.0
pride_and_prejudice_TFamil_P21,41,Ġbeing,being,True,0.02777864784002304,0.02777864784002304,0.006805425509810448,0.999840259552002,-2.2021753787994385,34.0
pride_and_prejudice_TFamil_P21,42,Ġthe,the,True,0.01556285098195076,0.01556285098195076,0.003812706097960472,0.999840259552002,-2.2021753787994385,42.0
pride_and_prejudice_TFamil_P21,43,Ġonly,only,True,0.014567120000720024,0.014567120000720024,0.0035687643103301525,0.999840259552002,-2.2021753787994385,43.0
pride_and_prejudice_TFamil_P21,44,Ġplain,plain,True,0.0010893396101891994,0.0010893396101891994,0.00026687473291531205,0.999840259552002,-2.2021753787994385,66.0
pride_and_prejudice_TFamil_P21,45,Ġsister,sister,True,0.005772444419562817,0.005772444419562817,0.0014141774736344814,0.999840259552002,-2.2021753787994385,57.0
pride_and_prejudice_TFamil_P21,46,Ġin,in,True,0.03684820979833603,0.03684820979833603,0.009027356281876564,0.999840259552002,-2.2021753787994385,26.0
pride_and_prejudice_TFamil_P21,47,Ġthe,the,True,0.022327348589897156,0.022327348589897156,0.005469924304634333,0.999840259552002,-2.2021753787994385,38.0
pride_and_prejudice_TFamil_P21,48,Ġfamily,family,True,-0.009744154289364815,0.009744154289364815,0.002387197455391288,0.999840259552002,-2.2021753787994385,54.0
pride_and_prejudice_TFamil_P21,49,Ġand,and,True,-0.0003092177212238312,0.0003092177212238312,7.575452036689967e-05,0.999840259552002,-2.2021753787994385,67.0
pride_and_prejudice_TFamil_P21,50,Ġthus,thus,True,0.055179838091135025,0.055179838091135025,0.013518378138542175,0.999840259552002,-2.2021753787994385,20.0
pride_and_prejudice_TFamil_P21,51,Ġeager,eager,True,0.027674827724695206,0.027674827724695206,0.006779990624636412,0.999840259552002,-2.2021753787994385,35.0
pride_and_prejudice_TFamil_P21,52,Ġto,to,True,0.07744358479976654,0.07744358479976654,0.018972720950841904,0.999840259552002,-2.2021753787994385,11.0
pride_and_prejudice_TFamil_P21,53,Ġacquire,acquire,True,0.057847511023283005,0.057847511023283005,0.014171925373375416,0.999840259552002,-2.2021753787994385,19.0
pride_and_prejudice_TFamil_P21,54,Ġknowledge,knowledge,True,0.005268643610179424,0.005268643610179424,0.0012907525524497032,0.999840259552002,-2.2021753787994385,58.0
pride_and_prejudice_TFamil_P21,55,Ġand,and,True,-0.01398824155330658,0.01398824155330658,0.003426946233958006,0.999840259552002,-2.2021753787994385,44.0
pride_and_prejudice_TFamil_P21,56,Ġaccomplishments,accomplishments,True,0.030061734840273857,0.030061734840273857,0.007364753633737564,0.999840259552002,-2.2021753787994385,28.0
pride_and_prejudice_TFamil_P21,57,",",",",False,0.023153601214289665,0.023153601214289665,0.005672345869243145,0.999840259552002,-2.2021753787994385,37.0
pride_and_prejudice_TFamil_P21,58,Ġwas,was,True,0.06359536945819855,0.06359536945819855,0.015580079518258572,0.999840259552002,-2.2021753787994385,14.0
pride_and_prejudice_TFamil_P21,59,Ġperpetually,perpetually,True,-0.042432013899087906,0.042432013899087906,0.010395319201052189,0.999840259552002,-2.2021753787994385,23.0
pride_and_prejudice_TFamil_P21,60,Ġeager,eager,True,0.13613659143447876,0.13613659143447876,0.03335178270936012,0.999840259552002,-2.2021753787994385,5.0
pride_and_prejudice_TFamil_P21,61,Ġfor,for,True,0.12097498029470444,0.12097498029470444,0.029637373983860016,0.999840259552002,-2.2021753787994385,7.0
pride_and_prejudice_TFamil_P21,62,Ġan,an,True,-0.0012528812512755394,0.0012528812512755394,0.0003069404046982527,0.999840259552002,-2.2021753787994385,65.0
pride_and_prejudice_TFamil_P21,63,Ġopportunity,opportunity,True,0.04118791222572327,0.04118791222572327,0.01009052898734808,0.999840259552002,-2.2021753787994385,25.0
pride_and_prejudice_TFamil_P21,64,Ġto,to,True,0.012359223328530788,0.012359223328530788,0.0030278570484369993,0.999840259552002,-2.2021753787994385,48.0
pride_and_prejudice_TFamil_P21,65,Ġdisplay,display,True,0.029284730553627014,0.029284730553627014,0.007174396887421608,0.999840259552002,-2.2021753787994385,31.0
pride_and_prejudice_TFamil_P21,66,Ġthem,them,True,-0.009744778275489807,0.009744778275489807,0.0023873501922935247,0.999840259552002,-2.2021753787994385,53.0
pride_and_prejudice_TFamil_P21,67,.,.,False,-0.6166358590126038,0.6166358590126038,0.15106816589832306,0.999840259552002,-2.2021753787994385,1.0
pride_and_prejudice_TFamil_P48,1,Elizabeth,Elizabeth,True,0.10490565001964569,0.10490565001964569,0.0051179383881390095,0.9999059438705444,-3.2863473892211914,33.0
pride_and_prejudice_TFamil_P48,2,Ġrejo,rejo,True,0.028642505407333374,0.028642505407333374,0.001397356390953064,0.9999059438705444,-3.2863473892211914,93.0
pride_and_prejudice_TFamil_P48,3,ined,ined,False,0.003910070285201073,0.003910070285201073,0.00019075711315963417,0.9999059438705444,-3.2863473892211914,148.0
pride_and_prejudice_TFamil_P48,4,Ġthem,them,True,0.015349281020462513,0.015349281020462513,0.0007488316623494029,0.9999059438705444,-3.2863473892211914,125.0
pride_and_prejudice_TFamil_P48,5,Ġonly,only,True,0.00906933844089508,0.00906933844089508,0.00044245770550332963,0.9999059438705444,-3.2863473892211914,137.0
pride_and_prejudice_TFamil_P48,6,Ġto,to,True,0.02060418389737606,0.02060418389737606,0.0010051978752017021,0.9999059438705444,-3.2863473892211914,117.0
pride_and_prejudice_TFamil_P48,7,Ġsay,say,True,0.03597952052950859,0.03597952052950859,0.0017553007928654552,0.9999059438705444,-3.2863473892211914,76.0
pride_and_prejudice_TFamil_P48,8,Ġthat,that,True,0.0244026780128479,0.0244026780128479,0.0011905116261914372,0.9999059438705444,-3.2863473892211914,102.0
pride_and_prejudice_TFamil_P48,9,Ġher,her,True,0.03445511683821678,0.03445511683821678,0.0016809310764074326,0.9999059438705444,-3.2863473892211914,79.0
pride_and_prejudice_TFamil_P48,10,Ġsister,sister,True,0.07404296100139618,0.07404296100139618,0.0036122677847743034,0.9999059438705444,-3.2863473892211914,40.0
pride_and_prejudice_TFamil_P48,11,Ġwas,was,True,0.056066080927848816,0.056066080927848816,0.0027352457400411367,0.9999059438705444,-3.2863473892211914,50.0
pride_and_prejudice_TFamil_P48,12,Ġworse,worse,True,-0.02066965028643608,0.02066965028643608,0.001008391729556024,0.9999059438705444,-3.2863473892211914,116.0
pride_and_prejudice_TFamil_P48,13,Ġand,and,True,-0.048434048891067505,0.048434048891067505,0.0023629087954759598,0.9999059438705444,-3.2863473892211914,58.0
pride_and_prejudice_TFamil_P48,14,Ġthat,that,True,-0.006861121393740177,0.006861121393740177,0.000334727403242141,0.9999059438705444,-3.2863473892211914,139.0
pride_and_prejudice_TFamil_P48,15,Ġshe,she,True,0.06440767645835876,0.06440767645835876,0.0031421997118741274,0.9999059438705444,-3.2863473892211914,44.0
pride_and_prejudice_TFamil_P48,16,Ġcould,could,True,0.017212916165590286,0.017212916165590286,0.0008397511555813253,0.9999059438705444,-3.2863473892211914,122.0
pride_and_prejudice_TFamil_P48,17,Ġnot,not,True,-0.1552419662475586,0.1552419662475586,0.007573651149868965,0.9999059438705444,-3.2863473892211914,26.0
pride_and_prejudice_TFamil_P48,18,Ġleave,leave,True,0.0903671383857727,0.0903671383857727,0.004408660810440779,0.9999059438705444,-3.2863473892211914,36.0
pride_and_prejudice_TFamil_P48,19,Ġher,her,True,0.055036842823028564,0.055036842823028564,0.0026850332506000996,0.9999059438705444,-3.2863473892211914,52.0
pride_and_prejudice_TFamil_P48,20,.,.,False,1.3975260257720947,1.3975260257720947,0.06817985326051712,0.9999059438705444,-3.2863473892211914,2.0
pride_and_prejudice_TFamil_P48,21,ĠBing,Bing,True,0.11241020262241364,0.11241020262241364,0.005484056193381548,0.9999059438705444,-3.2863473892211914,30.0
pride_and_prejudice_TFamil_P48,22,ley,ley,False,-0.1866270750761032,0.1866270750761032,0.009104808792471886,0.9999059438705444,-3.2863473892211914,21.0
pride_and_prejudice_TFamil_P48,23,Ġurged,urged,True,0.4992578625679016,0.4992578625679016,0.024356847628951073,0.9999059438705444,-3.2863473892211914,9.0
pride_and_prejudice_TFamil_P48,24,Ġthat,that,True,0.399303138256073,0.399303138256073,0.019480446353554726,0.9999059438705444,-3.2863473892211914,13.0
pride_and_prejudice_TFamil_P48,25,ĠMr,Mr,True,0.09452289342880249,0.09452289342880249,0.004611404146999121,0.9999059438705444,-3.2863473892211914,35.0
pride_and_prejudice_TFamil_P48,26,.,.,False,0.17079058289527893,0.17079058289527893,0.008332207798957825,0.9999059438705444,-3.2863473892211914,23.0
pride_and_prejudice_TFamil_P48,27,ĠJones,Jones,True,0.05811447650194168,0.05811447650194168,0.002835178980603814,0.9999059438705444,-3.2863473892211914,49.0
pride_and_prejudice_TFamil_P48,28,Ġbe,be,True,0.08876432478427887,0.08876432478427887,0.0043304660357534885,0.9999059438705444,-3.2863473892211914,37.0
pride_and_prejudice_TFamil_P48,29,Ġsent,sent,True,0.02218984067440033,0.02218984067440033,0.0010825559729710221,0.9999059438705444,-3.2863473892211914,108.0
pride_and_prejudice_TFamil_P48,30,Ġfor,for,True,0.031124435365200043,0.031124435365200043,0.0015184400836005807,0.9999059438705444,-3.2863473892211914,87.0
pride_and_prejudice_TFamil_P48,31,Ġimmediately,immediately,True,0.033297471702098846,0.033297471702098846,0.0016244540456682444,0.9999059438705444,-3.2863473892211914,82.0
pride_and_prejudice_TFamil_P48,32,;,;,False,-0.04582423344254494,0.04582423344254494,0.002235586056485772,0.9999059438705444,-3.2863473892211914,61.0
pride_and_prejudice_TFamil_P48,33,Ġwhile,while,True,-0.00889483094215393,0.00889483094215393,0.0004339441657066345,0.9999059438705444,-3.2863473892211914,138.0
pride_and_prejudice_TFamil_P48,34,Ġhis,his,True,-0.022501427680253983,0.022501427680253983,0.001097757020033896,0.9999059438705444,-3.2863473892211914,107.0
pride_and_prejudice_TFamil_P48,35,Ġsisters,sisters,True,-0.00479851383715868,0.00479851383715868,0.00023410080757457763,0.9999059438705444,-3.2863473892211914,144.0
pride_and_prejudice_TFamil_P48,36,",",",",False,-0.005766933783888817,0.005766933783888817,0.0002813462633639574,0.9999059438705444,-3.2863473892211914,141.0
pride_and_prejudice_TFamil_P48,37,Ġconvinced,convinced,True,0.0709192305803299,0.0709192305803299,0.003459873143583536,0.9999059438705444,-3.2863473892211914,42.0
pride_and_prejudice_TFamil_P48,38,Ġthat,that,True,0.025546584278345108,0.025546584278345108,0.0012463184539228678,0.9999059438705444,-3.2863473892211914,100.0
pride_and_prejudice_TFamil_P48,39,Ġno,no,True,0.02070455439388752,0.02070455439388752,0.0010100946528837085,0.9999059438705444,-3.2863473892211914,115.0
pride_and_prejudice_TFamil_P48,40,Ġcountry,country,True,-0.0012595346197485924,0.0012595346197485924,6.144779035821557e-05,0.9999059438705444,-3.2863473892211914,154.0
pride_and_prejudice_TFamil_P48,41,Ġremedy,remedy,True,0.014099698513746262,0.014099698513746262,0.0006878693820908666,0.9999059438705444,-3.2863473892211914,130.0
pride_and_prejudice_TFamil_P48,42,Ġcould,could,True,0.015060322359204292,0.015060322359204292,0.000734734523575753,0.9999059438705444,-3.2863473892211914,129.0
pride_and_prejudice_TFamil_P48,43,Ġbe,be,True,0.017637670040130615,0.017637670040130615,0.0008604732574895024,0.9999059438705444,-3.2863473892211914,121.0
pride_and_prejudice_TFamil_P48,44,Ġeffective,effective,True,0.0619354285299778,0.0619354285299778,0.003021588549017906,0.9999059438705444,-3.2863473892211914,45.0
pride_and_prejudice_TFamil_P48,45,",",",",False,0.0467694029211998,0.0467694029211998,0.0022816970013082027,0.9999059438705444,-3.2863473892211914,59.0
pride_and_prejudice_TFamil_P48,46,Ġrecommended,recommended,True,0.03326118737459183,0.03326118737459183,0.001622683834284544,0.9999059438705444,-3.2863473892211914,83.0
pride_and_prejudice_TFamil_P48,47,Ġan,an,True,-0.03200586885213852,0.03200586885213852,0.0015614418080076575,0.9999059438705444,-3.2863473892211914,85.0
pride_and_prejudice_TFamil_P48,48,Ġexpress,express,True,0.0014730016700923443,0.0014730016700923443,7.186201401054859e-05,0.9999059438705444,-3.2863473892211914,151.0
pride_and_prejudice_TFamil_P48,49,Ġto,to,True,-0.02262718230485916,0.02262718230485916,0.0011038921074941754,0.9999059438705444,-3.2863473892211914,106.0
pride_and_prejudice_TFamil_P48,50,Ġtown,town,True,0.010623913258314133,0.010623913258314133,0.0005182993481867015,0.9999059438705444,-3.2863473892211914,135.0
pride_and_prejudice_TFamil_P48,51,Ġfor,for,True,-0.0024870294146239758,0.0024870294146239758,0.00012133248674217612,0.9999059438705444,-3.2863473892211914,149.0
pride_and_prejudice_TFamil_P48,52,Ġone,one,True,-0.005481338128447533,0.005481338128447533,0.0002674131537787616,0.9999059438705444,-3.2863473892211914,142.0
pride_and_prejudice_TFamil_P48,53,Ġof,of,True,0.03982315957546234,0.03982315957546234,0.0019428168889135122,0.9999059438705444,-3.2863473892211914,69.0
pride_and_prejudice_TFamil_P48,54,Ġthe,the,True,0.026281429454684258,0.026281429454684258,0.0012821686686947942,0.9999059438705444,-3.2863473892211914,99.0
pride_and_prejudice_TFamil_P48,55,Ġmost,most,True,-0.10584355145692825,0.10584355145692825,0.005163694731891155,0.9999059438705444,-3.2863473892211914,32.0
pride_and_prejudice_TFamil_P48,56,Ġeminent,eminent,True,-0.030444800853729248,0.030444800853729248,0.001485283370129764,0.9999059438705444,-3.2863473892211914,89.0
pride_and_prejudice_TFamil_P48,57,Ġphysicians,physicians,True,0.16045483946800232,0.16045483946800232,0.007827967405319214,0.9999059438705444,-3.2863473892211914,24.0
pride_and_prejudice_TFamil_P48,58,.,.,False,0.9704306125640869,0.9704306125640869,0.04734353348612785,0.9999059438705444,-3.2863473892211914,6.0
pride_and_prejudice_TFamil_P48,59,ĠThis,This,True,0.3560158610343933,0.3560158610343933,0.017368627712130547,0.9999059438705444,-3.2863473892211914,15.0
pride_and_prejudice_TFamil_P48,60,Ġshe,she,True,0.10767629742622375,0.10767629742622375,0.005253107286989689,0.9999059438705444,-3.2863473892211914,31.0
pride_and_prejudice_TFamil_P48,61,Ġwould,would,True,-0.06122829392552376,0.06122829392552376,0.0029870900325477123,0.9999059438705444,-3.2863473892211914,46.0
pride_and_prejudice_TFamil_P48,62,Ġnot,not,True,-0.0282890722155571,0.0282890722155571,0.0013801137683913112,0.9999059438705444,-3.2863473892211914,94.0
pride_and_prejudice_TFamil_P48,63,Ġhear,hear,True,-0.030576441437005997,0.030576441437005997,0.0014917055377736688,0.9999059438705444,-3.2863473892211914,88.0
pride_and_prejudice_TFamil_P48,64,Ġof,of,True,-0.011690876446664333,0.011690876446664333,0.0005703523638658226,0.9999059438705444,-3.2863473892211914,134.0
pride_and_prejudice_TFamil_P48,65,;,;,False,0.05053459480404854,0.05053459480404854,0.002465386176481843,0.9999059438705444,-3.2863473892211914,56.0
pride_and_prejudice_TFamil_P48,66,Ġyet,yet,True,0.05331578478217125,0.05331578478217125,0.0026010696310549974,0.9999059438705444,-3.2863473892211914,53.0
pride_and_prejudice_TFamil_P48,67,Ġshe,she,True,-0.013133872300386429,0.013133872300386429,0.0006407505134120584,0.9999059438705444,-3.2863473892211914,131.0
pride_and_prejudice_TFamil_P48,68,Ġwas,was,True,0.005370852071791887,0.005370852071791887,0.00026202297885902226,0.9999059438705444,-3.2863473892211914,143.0
pride_and_prejudice_TFamil_P48,69,Ġnot,not,True,-0.03846089169383049,0.03846089169383049,0.0018763572443276644,0.9999059438705444,-3.2863473892211914,71.0
pride_and_prejudice_TFamil_P48,70,Ġentirely,entirely,True,0.03809624910354614,0.03809624910354614,0.0018585677025839686,0.9999059438705444,-3.2863473892211914,72.0
pride_and_prejudice_TFamil_P48,71,Ġunwilling,unwilling,True,0.03495777025818825,0.03495777025818825,0.001705453498288989,0.9999059438705444,-3.2863473892211914,78.0
pride_and_prejudice_TFamil_P48,72,Ġto,to,True,0.04411407560110092,0.04411407560110092,0.002152153989300132,0.9999059438705444,-3.2863473892211914,62.0
pride_and_prejudice_TFamil_P48,73,Ġacc,acc,True,0.022133134305477142,0.022133134305477142,0.0010797894792631269,0.9999059438705444,-3.2863473892211914,109.0
pride_and_prejudice_TFamil_P48,74,ede,ede,False,-0.025452995672822,0.025452995672822,0.0012417525285854936,0.9999059438705444,-3.2863473892211914,101.0
pride_and_prejudice_TFamil_P48,75,Ġto,to,True,0.020843492820858955,0.020843492820858955,0.00101687281858176,0.9999059438705444,-3.2863473892211914,114.0
pride_and_prejudice_TFamil_P48,76,Ġher,her,True,0.02177891880273819,0.02177891880273819,0.0010625086724758148,0.9999059438705444,-3.2863473892211914,112.0
pride_and_prejudice_TFamil_P48,77,Ġbrother,brother,True,0.046739980578422546,0.046739980578422546,0.0022802616003900766,0.9999059438705444,-3.2863473892211914,60.0
pride_and_prejudice_TFamil_P48,78,âĢ,âĢ,False,-0.010276827961206436,0.010276827961206436,0.0005013664485886693,0.9999059438705444,-3.2863473892211914,136.0
pride_and_prejudice_TFamil_P48,79,Ļ,Ļ,False,-0.016314290463924408,0.016314290463924408,0.0007959107169881463,0.9999059438705444,-3.2863473892211914,123.0
pride_and_prejudice_TFamil_P48,80,s,s,False,-0.012228310108184814,0.012228310108184814,0.0005965716554783285,0.9999059438705444,-3.2863473892211914,133.0
pride_and_prejudice_TFamil_P48,81,Ġproposal,proposal,True,0.049508653581142426,0.049508653581142426,0.0024153345730155706,0.9999059438705444,-3.2863473892211914,57.0
pride_and_prejudice_TFamil_P48,82,",",",",False,0.01882002502679825,0.01882002502679825,0.0009181557688862085,0.9999059438705444,-3.2863473892211914,118.0
pride_and_prejudice_TFamil_P48,83,Ġand,and,True,-0.00033054989762604237,0.00033054989762604237,1.6126243281178176e-05,0.9999059438705444,-3.2863473892211914,155.0
pride_and_prejudice_TFamil_P48,84,Ġit,it,True,-0.01295945979654789,0.01295945979654789,0.0006322416011244059,0.9999059438705444,-3.2863473892211914,132.0
pride_and_prejudice_TFamil_P48,85,Ġwas,was,True,-0.004617062397301197,0.004617062397301197,0.00022524849919136614,0.9999059438705444,-3.2863473892211914,145.0
pride_and_prejudice_TFamil_P48,86,Ġsettled,settled,True,-0.021964572370052338,0.021964572370052338,0.001071566017344594,0.9999059438705444,-3.2863473892211914,110.0
pride_and_prejudice_TFamil_P48,87,Ġthat,that,True,-0.03216290846467018,0.03216290846467018,0.001569103100337088,0.9999059438705444,-3.2863473892211914,84.0
pride_and_prejudice_TFamil_P48,88,ĠMr,Mr,True,0.40638983249664307,0.40638983249664307,0.01982617750763893,0.9999059438705444,-3.2863473892211914,12.0
pride_and_prejudice_TFamil_P48,89,.,.,False,0.22090578079223633,0.22090578079223633,0.010777133516967297,0.9999059438705444,-3.2863473892211914,20.0
pride_and_prejudice_TFamil_P48,90,ĠJones,Jones,True,0.044005297124385834,0.044005297124385834,0.002146847080439329,0.9999059438705444,-3.2863473892211914,63.0
pride_and_prejudice_TFamil_P48,91,Ġshould,should,True,0.02703768014907837,0.02703768014907837,0.0013190631289035082,0.9999059438705444,-3.2863473892211914,96.0
pride_and_prejudice_TFamil_P48,92,Ġbe,be,True,-0.006320144049823284,0.006320144049823284,0.0003083352348767221,0.9999059438705444,-3.2863473892211914,140.0
pride_and_prejudice_TFamil_P48,93,Ġdispatched,dispatched,True,0.0434395931661129,0.0434395931661129,0.0021192487329244614,0.9999059438705444,-3.2863473892211914,64.0
pride_and_prejudice_TFamil_P48,94,Ġearly,early,True,0.02428421378135681,0.02428421378135681,0.001184732303954661,0.9999059438705444,-3.2863473892211914,103.0
pride_and_prejudice_TFamil_P48,95,Ġthe,the,True,0.07469373941421509,0.07469373941421509,0.0036440168041735888,0.9999059438705444,-3.2863473892211914,39.0
pride_and_prejudice_TFamil_P48,96,Ġfollowing,following,True,-0.07336193323135376,0.07336193323135376,0.00357904308475554,0.9999059438705444,-3.2863473892211914,41.0
pride_and_prejudice_TFamil_P48,97,Ġmorning,morning,True,-0.22640913724899292,0.22640913724899292,0.011045620776712894,0.9999059438705444,-3.2863473892211914,19.0
pride_and_prejudice_TFamil_P48,98,Ġshould,should,True,-0.13695159554481506,0.13695159554481506,0.006681335158646107,0.9999059438705444,-3.2863473892211914,28.0
pride_and_prejudice_TFamil_P48,99,ĠMiss,Miss,True,0.03394602611660957,0.03394602611660957,0.0016560944495722651,0.9999059438705444,-3.2863473892211914,81.0
pride_and_prejudice_TFamil_P48,100,ĠBenn,Benn,True,0.03440479561686516,0.03440479561686516,0.0016784759936854243,0.9999059438705444,-3.2863473892211914,80.0
pride_and_prejudice_TFamil_P48,101,et,et,False,-0.18545806407928467,0.18545806407928467,0.009047777391970158,0.9999059438705444,-3.2863473892211914,22.0
pride_and_prejudice_TFamil_P48,102,Ġnot,not,True,-0.02640335075557232,0.02640335075557232,0.0012881166767328978,0.9999059438705444,-3.2863473892211914,98.0
pride_and_prejudice_TFamil_P48,103,Ġbe,be,True,-0.03503849357366562,0.03503849357366562,0.0017093917122110724,0.9999059438705444,-3.2863473892211914,77.0
pride_and_prejudice_TFamil_P48,104,Ġdecidedly,decidedly,True,-1.087900161743164,1.087900161743164,0.053074415773153305,0.9999059438705444,-3.2863473892211914,5.0
