paragraph_id,author,book,topic,label,ttr,hapax,flesch_kincaid_grade,sentence_length,semicolon_density,em_dash_density,exclamation_density,question_density,comma_density
30,austen,emma,Female Independence,0,1.0,2,2.890000000000004,2.0,0.0,0.0,0.0,0.0,0.0
30,austen,emma,Female Independence,1,1.0,2,2.890000000000004,2.0,0.0,0.0,0.0,0.0,0.0
6,austen,pride_and_prejudice,Class Distinctions,0,0.6176470588235294,81,11.802908468776735,23.857142857142858,0.017964071856287425,0.0,0.0,0.0,0.10778443113772455
6,austen,pride_and_prejudice,Class Distinctions,1,0.6538461538461539,81,11.655969725638602,21.571428571428573,0.013245033112582781,0.013245033112582781,0.0,0.0,0.11920529801324503
46,austen,sense_and_sensibility,Logic vs Emotion,0,0.7129629629629629,65,23.360981308411215,53.5,0.018691588785046728,0.0,0.0,0.0,0.06542056074766354
46,austen,sense_and_sensibility,Logic vs Emotion,1,0.719626168224299,66,23.33660377358491,53.0,0.018867924528301886,0.0,0.0,0.0,0.05660377358490566
18,austen,sense_and_sensibility,Love and Heartbreak,0,0.6549707602339181,92,24.029473684210526,57.0,0.0,0.0,0.0,0.0,0.07017543859649122
18,austen,sense_and_sensibility,Love and Heartbreak,1,0.6726190476190477,94,23.809523809523814,56.0,0.0,0.0,0.0,0.0,0.05357142857142857
4,austen,pride_and_prejudice,Class Distinctions,0,0.7468354430379747,48,9.4673417721519,26.333333333333332,0.02531645569620253,0.0,0.0,0.0,0.06329113924050633
4,austen,pride_and_prejudice,Class Distinctions,1,0.7564102564102564,50,10.283333333333335,26.0,0.02564102564102564,0.0,0.0,0.0,0.05128205128205128
7,dickens,great_expectations,Wealth vs Poverty,0,0.8888888888888888,14,6.137499999999999,16.0,0.0,0.0,0.0,0.0,0.1875
7,dickens,great_expectations,Wealth vs Poverty,1,0.8461538461538461,19,4.388999999999999,12.5,0.0,0.0,0.0,0.0,0.12
20,dickens,oliver_twist,Innocence,0,0.5777027027027027,124,14.83125,36.875,0.01694915254237288,0.003389830508474576,0.0,0.0,0.07796610169491526
20,dickens,oliver_twist,Innocence,1,0.7906976744186046,29,5.641860465116281,14.333333333333334,0.0,0.0,0.0,0.0,0.13953488372093023
30,austen,pride_and_prejudice,Pride and Prejudice,0,0.6214689265536724,86,26.71428571428571,58.333333333333336,0.022857142857142857,0.0,0.0,0.0,0.05714285714285714
30,austen,pride_and_prejudice,Pride and Prejudice,1,0.9142857142857143,29,7.745000000000001,10.666666666666666,0.0,0.0,0.0,0.0,0.125
20,austen,emma,Social Status,0,0.7567567567567568,41,6.999444444444446,18.0,0.0,0.0,0.0,0.0,0.06944444444444445
20,austen,emma,Social Status,1,0.9090909090909091,37,5.963597560975611,10.25,0.0,0.0,0.0,0.0,0.0975609756097561
35,austen,pride_and_prejudice,Reputation,0,0.703125,74,20.245984251968512,42.333333333333336,0.007874015748031496,0.0,0.0,0.0,0.05511811023622047
35,austen,pride_and_prejudice,Reputation,1,0.703125,74,20.245984251968512,42.333333333333336,0.007874015748031496,0.0,0.0,0.0,0.05511811023622047
31,austen,emma,Female Independence,0,0.9512195121951219,37,6.719999999999999,13.333333333333334,0.025,0.0,0.0,0.0,0.15
31,austen,emma,Female Independence,1,0.9512195121951219,37,6.719999999999999,13.333333333333334,0.025,0.0,0.0,0.0,0.15
31,austen,pride_and_prejudice,Family Dynamics,0,0.782051282051282,53,8.958589743589744,19.5,0.038461538461538464,0.0,0.0,0.0,0.02564102564102564
31,austen,pride_and_prejudice,Family Dynamics,1,0.7631578947368421,50,10.917368421052632,19.0,0.039473684210526314,0.0,0.0,0.0,0.02631578947368421
27,dickens,oliver_twist,Social Injustice,0,0.6339869281045751,75,9.72462406015038,21.714285714285715,0.019736842105263157,0.0,0.0,0.0,0.09210526315789473
27,dickens,oliver_twist,Social Injustice,1,0.6527777777777778,73,10.365954045954044,20.428571428571427,0.02097902097902098,0.0,0.0,0.0,0.08391608391608392
30,dickens,oliver_twist,Social Injustice,0,1.0,12,7.58666666666667,9.0,0.0,0.0,0.0,0.0,0.3333333333333333
30,dickens,oliver_twist,Social Injustice,1,1.0,12,7.58666666666667,9.0,0.0,0.0,0.0,0.0,0.3333333333333333
9,austen,sense_and_sensibility,Sisterhood,0,0.6776859504132231,61,5.326931818181819,15.125,0.008264462809917356,0.0,0.024793388429752067,0.0,0.06611570247933884
9,austen,sense_and_sensibility,Sisterhood,1,0.7685185185185185,67,4.596199376947045,11.88888888888889,0.009345794392523364,0.0,0.018691588785046728,0.0,0.06542056074766354
34,austen,emma,Female Independence,0,1.0,2,2.890000000000004,2.0,0.0,0.0,0.0,0.0,0.0
34,austen,emma,Female Independence,1,1.0,2,2.890000000000004,2.0,0.0,0.0,0.0,0.0,0.0
26,dickens,great_expectations,Crime and Justice,0,1.0,3,1.3133333333333361,3.0,0.0,0.0,0.0,0.0,0.3333333333333333
26,dickens,great_expectations,Crime and Justice,1,1.0,3,1.3133333333333361,3.0,0.0,0.0,0.0,0.0,0.3333333333333333
6,austen,sense_and_sensibility,Logic vs Emotion,0,0.6727272727272727,89,37.03833333333334,82.5,0.04242424242424243,0.0,0.0,0.0,0.07878787878787878
6,austen,sense_and_sensibility,Logic vs Emotion,1,0.6748466257668712,87,36.82690184049079,81.5,0.04294478527607362,0.0,0.0,0.0,0.07975460122699386
17,austen,pride_and_prejudice,Class Distinctions,0,0.7052631578947368,56,8.225866261398178,13.428571428571429,0.010638297872340425,0.0,0.0,0.0,0.0425531914893617
17,austen,pride_and_prejudice,Class Distinctions,1,0.7096774193548387,55,8.390062111801242,13.142857142857142,0.010869565217391304,0.0,0.0,0.0,0.043478260869565216
5,dickens,great_expectations,Crime and Justice,0,0.6666666666666666,51,12.362156862745099,34.0,0.0,0.0,0.0,0.0196078431372549,0.058823529411764705
5,dickens,great_expectations,Crime and Justice,1,0.6601941747572816,51,12.693203883495148,34.333333333333336,0.0,0.0,0.0,0.019417475728155338,0.07766990291262135
4,austen,sense_and_sensibility,Logic vs Emotion,0,0.6043956043956044,128,19.266123595505622,44.5,0.003745318352059925,0.0,0.0,0.0,0.08239700374531835
4,austen,sense_and_sensibility,Logic vs Emotion,1,0.6226415094339622,133,16.484285714285715,36.857142857142854,0.0,0.0,0.0,0.0,0.07751937984496124
40,austen,emma,Female Independence,0,0.6923076923076923,69,6.2002564102564115,14.444444444444445,0.007692307692307693,0.0,0.007692307692307693,0.023076923076923078,0.07692307692307693
40,austen,emma,Female Independence,1,0.6870229007633588,68,6.2002564102564115,14.444444444444445,0.007692307692307693,0.0,0.007692307692307693,0.023076923076923078,0.07692307692307693
31,austen,pride_and_prejudice,Pride and Prejudice,0,0.6067415730337079,84,9.813333333333336,19.666666666666668,0.022598870056497175,0.0,0.0,0.0,0.0903954802259887
31,austen,pride_and_prejudice,Pride and Prejudice,1,0.8043478260869565,31,8.635058139534884,10.75,0.023255813953488372,0.0,0.0,0.0,0.13953488372093023
40,austen,pride_and_prejudice,Family Dynamics,0,0.8043478260869565,30,8.276363636363637,22.0,0.0,0.045454545454545456,0.0,0.0,0.09090909090909091
40,austen,pride_and_prejudice,Family Dynamics,1,0.8,29,8.162441860465119,21.5,0.0,0.046511627906976744,0.0,0.0,0.046511627906976744
12,austen,pride_and_prejudice,Reputation,0,0.6124031007751938,62,9.640625000000004,16.0,0.0234375,0.0,0.0,0.0,0.09375
12,austen,pride_and_prejudice,Reputation,1,0.6571428571428571,54,11.810461538461542,20.8,0.028846153846153848,0.0,0.0,0.0,0.10576923076923077
9,austen,pride_and_prejudice,Family Dynamics,0,0.7631578947368421,49,6.780000000000001,15.0,0.013333333333333334,0.0,0.0,0.0,0.06666666666666667
9,austen,pride_and_prejudice,Family Dynamics,1,0.7916666666666666,47,5.570535211267607,14.2,0.014084507042253521,0.0,0.0,0.0,0.056338028169014086
2,dickens,tale_of_two_cities,Mob Mentality,0,0.6049382716049383,162,33.337641509433965,79.5,0.03459119496855346,0.0,0.0,0.0,0.0880503144654088
2,dickens,tale_of_two_cities,Mob Mentality,1,0.6462264150943396,118,12.459880952380953,26.25,0.0,0.0,0.0,0.0,0.11428571428571428
34,austen,pride_and_prejudice,Pride and Prejudice,0,0.8409090909090909,31,4.793055555555558,11.25,0.0,0.0,0.0,0.0,0.022222222222222223
34,austen,pride_and_prejudice,Pride and Prejudice,1,1.0,16,3.7550000000000026,8.0,0.0,0.0,0.0,0.0,0.25
35,dickens,great_expectations,Wealth vs Poverty,0,1.0,2,-3.01,2.0,0.0,0.0,0.0,0.0,0.0
35,dickens,great_expectations,Wealth vs Poverty,1,1.0,2,-3.01,2.0,0.0,0.0,0.0,0.0,0.0
31,dickens,oliver_twist,Social Injustice,0,0.8823529411764706,28,8.39294117647059,17.0,0.029411764705882353,0.0,0.0,0.0,0.058823529411764705
31,dickens,oliver_twist,Social Injustice,1,0.8823529411764706,28,8.39294117647059,17.0,0.029411764705882353,0.0,0.0,0.0,0.029411764705882353
48,austen,emma,Social Status,0,1.0,8,3.7550000000000026,8.0,0.0,0.0,0.0,0.125,0.0
48,austen,emma,Social Status,1,1.0,9,3.6700000000000017,4.0,0.0,0.0,0.0,0.125,0.125
40,austen,pride_and_prejudice,Pride and Prejudice,0,0.6875,54,6.091823708206686,13.428571428571429,0.02127659574468085,0.010638297872340425,0.0,0.0,0.10638297872340426
40,austen,pride_and_prejudice,Pride and Prejudice,1,0.96875,30,9.129274193548387,7.75,0.0,0.03225806451612903,0.0,0.0,0.0967741935483871
10,austen,pride_and_prejudice,Class Distinctions,0,0.64375,81,11.673602875112312,22.714285714285715,0.018867924528301886,0.0,0.0,0.0,0.10062893081761007
10,austen,pride_and_prejudice,Class Distinctions,1,0.6917808219178082,84,12.308103448275865,24.166666666666668,0.013793103448275862,0.0,0.0,0.0,0.1103448275862069
34,dickens,oliver_twist,Social Injustice,0,0.9166666666666666,10,0.5004545454545486,5.5,0.0,0.0,0.0,0.09090909090909091,0.09090909090909091
34,dickens,oliver_twist,Social Injustice,1,0.9166666666666666,10,0.5004545454545486,5.5,0.0,0.0,0.0,0.09090909090909091,0.09090909090909091
50,austen,emma,Female Independence,0,0.9444444444444444,32,3.512222222222224,12.0,0.0,0.0,0.027777777777777776,0.0,0.027777777777777776
50,austen,emma,Female Independence,1,0.9444444444444444,32,3.512222222222224,12.0,0.0,0.0,0.027777777777777776,0.0,0.027777777777777776
50,austen,pride_and_prejudice,Family Dynamics,0,0.711864406779661,63,10.972413793103449,19.333333333333332,0.017241379310344827,0.0,0.0,0.0,0.07758620689655173
50,austen,pride_and_prejudice,Family Dynamics,1,0.7142857142857143,62,10.65646788990826,18.166666666666668,0.01834862385321101,0.0,0.0,0.0,0.06422018348623854
45,austen,sense_and_sensibility,Sisterhood,0,0.7272727272727273,34,12.298636363636366,27.5,0.0,0.0,0.0,0.0,0.07272727272727272
45,austen,sense_and_sensibility,Sisterhood,1,0.7924528301886793,36,13.384615384615387,26.0,0.0,0.0,0.0,0.0,0.038461538461538464
40,dickens,oliver_twist,Social Injustice,0,1.0,14,4.840000000000003,7.0,0.0,0.0,0.0,0.07142857142857142,0.14285714285714285
40,dickens,oliver_twist,Social Injustice,1,1.0,14,4.840000000000003,7.0,0.0,0.0,0.0,0.07142857142857142,0.07142857142857142
21,dickens,tale_of_two_cities,Fate and History,0,0.6623931623931624,120,13.681630434782608,28.75,0.013043478260869565,0.008695652173913044,0.0,0.0,0.09565217391304348
21,dickens,tale_of_two_cities,Fate and History,1,0.6709401709401709,124,13.48377192982456,28.5,0.013157894736842105,0.017543859649122806,0.0,0.0,0.06578947368421052
25,dickens,oliver_twist,Institutional Cruelty,0,0.8076923076923077,19,6.726153846153846,13.0,0.0,0.0,0.0,0.0,0.15384615384615385
25,dickens,oliver_twist,Institutional Cruelty,1,0.96,23,14.928,25.0,0.0,0.0,0.0,0.0,0.08
17,austen,sense_and_sensibility,Logic vs Emotion,0,0.47392290249433106,144,11.04008620689655,21.75,0.022988505747126436,0.004597701149425287,0.004597701149425287,0.011494252873563218,0.09425287356321839
17,austen,sense_and_sensibility,Logic vs Emotion,1,0.47165532879818595,143,11.035211981566821,21.7,0.02304147465437788,0.004608294930875576,0.004608294930875576,0.01152073732718894,0.08755760368663594
19,austen,sense_and_sensibility,Love and Heartbreak,0,0.6896551724137931,47,19.428837209302326,43.0,0.0,0.0,0.0,0.0,0.08139534883720931
19,austen,sense_and_sensibility,Love and Heartbreak,1,0.7058823529411765,48,19.051904761904762,42.0,0.0,0.0,0.0,0.0,0.05952380952380952
15,austen,emma,Female Independence,0,0.5941176470588235,73,8.558030303030307,15.272727272727273,0.011904761904761904,0.005952380952380952,0.0,0.0,0.05357142857142857
15,austen,emma,Female Independence,1,0.5975609756097561,74,8.727710437710439,14.727272727272727,0.012345679012345678,0.006172839506172839,0.0,0.0,0.05555555555555555
50,austen,pride_and_prejudice,Pride and Prejudice,0,0.7868852459016393,39,10.696666666666669,20.0,0.03333333333333333,0.0,0.0,0.0,0.05
50,austen,pride_and_prejudice,Pride and Prejudice,1,0.8928571428571429,22,7.3053846153846145,8.666666666666666,0.0,0.0,0.0,0.0,0.19230769230769232
11,dickens,tale_of_two_cities,Mob Mentality,0,0.5740181268882175,150,11.474567901234572,27.0,0.015432098765432098,0.0030864197530864196,0.0,0.0,0.10493827160493827
11,dickens,tale_of_two_cities,Mob Mentality,1,0.7183098591549296,46,9.675223880597013,22.333333333333332,0.0,0.0,0.0,0.0,0.1044776119402985
38,dickens,tale_of_two_cities,Fate and History,0,0.601123595505618,81,17.526818181818182,44.0,0.011363636363636364,0.0,0.0,0.0,0.10795454545454546
38,dickens,tale_of_two_cities,Fate and History,1,0.6518987341772152,83,16.270887096774196,38.75,0.01935483870967742,0.0,0.0,0.0,0.09032258064516129
23,dickens,tale_of_two_cities,Resurrection and Sacrifice,0,0.6,43,19.2934693877551,49.0,0.0,0.0,0.0,0.0,0.09183673469387756
23,dickens,tale_of_two_cities,Resurrection and Sacrifice,1,0.6236559139784946,44,18.36379120879121,45.5,0.0,0.0,0.0,0.0,0.07692307692307693
45,austen,pride_and_prejudice,Family Dynamics,0,0.9285714285714286,24,7.570000000000004,14.0,0.0,0.0,0.03571428571428571,0.0,0.10714285714285714
45,austen,pride_and_prejudice,Family Dynamics,1,0.9285714285714286,24,7.991428571428575,14.0,0.0,0.0,0.03571428571428571,0.0,0.10714285714285714
41,austen,pride_and_prejudice,Reputation,0,0.8918918918918919,30,6.441621621621625,12.333333333333334,0.0,0.0,0.0,0.0,0.10810810810810811
41,austen,pride_and_prejudice,Reputation,1,0.8918918918918919,30,6.441621621621625,12.333333333333334,0.0,0.0,0.0,0.0,0.10810810810810811
22,austen,emma,Female Independence,0,0.6982758620689655,64,11.393911504424779,22.6,0.008849557522123894,0.017699115044247787,0.008849557522123894,0.0,0.08849557522123894
22,austen,emma,Female Independence,1,0.6982758620689655,64,11.393911504424779,22.6,0.008849557522123894,0.017699115044247787,0.008849557522123894,0.0,0.08849557522123894
35,austen,emma,Friendship,0,1.0,2,2.890000000000004,2.0,0.0,0.0,0.0,0.0,0.0
35,austen,emma,Friendship,1,1.0,2,2.890000000000004,2.0,0.0,0.0,0.0,0.0,0.0
23,dickens,oliver_twist,Poverty and the Lower Class,0,0.7884615384615384,34,21.936153846153847,52.0,0.0,0.0,0.0,0.0,0.057692307692307696
23,dickens,oliver_twist,Poverty and the Lower Class,1,0.7592592592592593,32,23.070769230769233,52.0,0.0,0.038461538461538464,0.0,0.0,0.019230769230769232
36,austen,emma,Female Independence,0,0.5791505791505791,117,12.759307086614175,25.4,0.015748031496062992,0.01968503937007874,0.0,0.0,0.07874015748031496
36,austen,emma,Female Independence,1,0.5791505791505791,117,12.759307086614175,25.4,0.015748031496062992,0.01968503937007874,0.0,0.0,0.07874015748031496
20,dickens,tale_of_two_cities,Mob Mentality,0,0.8333333333333334,25,12.544444444444448,36.0,0.0,0.0,0.0,0.0,0.027777777777777776
20,dickens,tale_of_two_cities,Mob Mentality,1,1.0,18,7.004705882352944,17.0,0.0,0.0,0.0,0.0,0.11764705882352941
